location	hits	keyword	geo	gprop	GTREND_QUERY	GEOUNIT_TYPE	GEOUNIT_CODE	QUERY_UID	QUERY_BASETERM
London	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 01 Kudelstraat en Kalslagen	quarter	WK035801	c48f8b06-fa43-479b-8663-ec5dbb79b975	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Delft		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Breda		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
London	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Munich		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Naples		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Prague		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Warsaw		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Los Angeles		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Buenos Aires		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Mumbai		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Mexico City		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Bengaluru		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
New Delhi		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Jakarta		Amsterdam	world	web	Amsterdam;Wijk 02 Oosteinde	quarter	WK035802	3a76277a-4b99-4c85-b39a-d64dc25111d2	TRUE
Blaricum	100	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Schiphol	79	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Amsterdam	65	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Amsterdam	64	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Amstelveen	45	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Zaandam	40	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Amsterdam-Zuidoost	39	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Purmerend		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Aalsmeer		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Hoofddorp		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Haarlem	29	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Hilversum		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Almere	24	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Alkmaar		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Utrecht	18	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Lelystad		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
The Hague	15	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Leiden		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Amersfoort		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Delft		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Arnhem		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Rotterdam	10	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Apeldoorn		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Eindhoven		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
's-Hertogenbosch		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Breda		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Zwolle		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Nijmegen		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Groningen		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Tilburg		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Antwerp		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Brussels		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Liverpool		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
London	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Düsseldorf		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Dortmund		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Edinburgh		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Frankfurt		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Cologne	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Dublin	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Glasgow		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Zürich		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Manchester		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Hamburg		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Berlin	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Munich		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Naples		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Stuttgart		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Paris	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Rome	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Milan	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Vienna	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Copenhagen		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Barcelona		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
New York	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Stockholm		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Tel Aviv-Yafo		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Madrid	1	Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Dubai		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Prague		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Toronto		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Singapore		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Melbourne		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Sydney		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
Istanbul		Amsterdam	world	web	Amsterdam;Randwijck	quarter	WK036201	4301e28d-eb88-4f0d-8a41-70728ca97027	TRUE
